,Time,Temperature,Year,hour,temp maximal,temp minimal,ET,hour1
170,2022-06-18 06:00:00,17.092700659212095,2022-06-18,06:00:00,22.30674354946462,16.329673844664764,19.609096249951758,06
171,2022-06-18 09:00:00,20.10386414759666,2022-06-18,09:00:00,22.30674354946462,16.329673844664764,21.302288734385158,09
172,2022-06-18 12:00:00,23.088819487060594,2022-06-18,12:00:00,22.30674354946462,16.329673844664764,22.980744243906855,12
173,2022-06-18 15:00:00,23.009157020925382,2022-06-18,15:00:00,22.30674354946462,16.329673844664764,22.93594963561944,15
174,2022-06-18 18:00:00,21.18519099217107,2022-06-18,18:00:00,22.30674354946462,16.329673844664764,21.91032429722061,18
175,2022-06-19 06:00:00,17.35013635649163,2022-06-19,06:00:00,22.068356975253494,16.072238147385676,19.785306705627917,06
176,2022-06-19 09:00:00,20.359085312856372,2022-06-19,09:00:00,22.068356975253494,16.072238147385676,21.479947949235115,09
177,2022-06-19 12:00:00,23.3272060612714,2022-06-19,12:00:00,22.068356975253494,16.072238147385676,23.151594729959246,12
178,2022-06-19 15:00:00,23.216924336347784,2022-06-19,15:00:00,22.068356975253494,16.072238147385676,23.089484018816616,15
179,2022-06-19 18:00:00,21.3504296493631,2022-06-19,18:00:00,22.068356975253494,16.072238147385676,22.038273472074945,18
180,2022-06-20 06:00:00,17.288192604194784,2022-06-20,06:00:00,22.018188310807442,16.096981265331497,19.626657455300514,06
181,2022-06-20 09:00:00,20.24376105978959,2022-06-20,09:00:00,22.018188310807442,16.096981265331497,21.280804001099742,09
182,2022-06-20 12:00:00,23.166176771314888,2022-06-20,12:00:00,22.018188310807442,16.096981265331497,22.916395910824633,12
183,2022-06-20 15:00:00,23.166176771314888,2022-06-20,15:00:00,22.018188310807442,16.096981265331497,22.916395910824633,15
184,2022-06-20 18:00:00,21.12857565885407,2022-06-20,18:00:00,22.018188310807442,16.096981265331497,21.776009250006993,18
185,2022-06-21 06:00:00,17.074368452626736,2022-06-21,06:00:00,22.00177948735739,15.997907731807494,19.64268071625419,06
186,2022-06-21 09:00:00,20.052854304512955,2022-06-21,09:00:00,22.00177948735739,15.997907731807494,21.32124926314956,09
187,2022-06-21 12:00:00,23.00308321041351,2022-06-21,12:00:00,22.00177948735739,15.997907731807494,22.98389320166284,12
188,2022-06-21 15:00:00,22.887868146269152,2022-06-21,15:00:00,22.00177948735739,15.997907731807494,22.918962094913162,15
189,2022-06-21 18:00:00,21.029226297363863,2022-06-21,18:00:00,22.00177948735739,15.997907731807494,21.87149774468295,18
190,2022-06-22 06:00:00,17.10740209414138,2022-06-22,06:00:00,21.73931233152112,15.74678541170849,19.642712654483272,06
